Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
23-05-2023,09:08,23-05-2023,ZALANDO SE,DE000ZAL1111,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,90",EUR,"421,51",d636021f-c0a0-4ed9-b669-4dd2562401d1
23-05-2023,09:08,23-05-2023,ZALANDO SE,DE000ZAL1111,"Verkoop 15 @ 30,55 EUR",,EUR,"458,25",EUR,"426,41",d636021f-c0a0-4ed9-b669-4dd2562401d1
19-05-2023,17:19,19-05-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 565 EUR,,,,EUR,"-31,84",
19-05-2023,17:19,19-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"565,00",EUR,"533,16",
19-05-2023,06:59,18-05-2023,APPLE INC,US0378331005,Dividend,,USD,"3,36",USD,"-352,00",
19-05-2023,06:59,18-05-2023,APPLE INC,US0378331005,Dividendbelasting,,USD,"-0,50",USD,"-355,36",
19-05-2023,04:51,18-05-2023,,,iDEAL Deposit,,EUR,"565,00",EUR,"-31,84",
19-05-2023,04:51,18-05-2023,,,Reservation iDEAL,,EUR,"-565,00",EUR,"-596,84",
18-05-2023,12:49,18-05-2023,,,Reservation iDEAL,,EUR,"565,00",EUR,"-31,84",
18-05-2023,10:53,11-05-2023,PHILIPS KONINKLIJKE - NON TRADEABLE,NL0000009538,STOCK DIVIDEND: Koop 0 @ 0 EUR,,EUR,"0,00",EUR,"-596,84",
17-05-2023,17:49,17-05-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 415,66 EUR",,,,EUR,"-596,84",
17-05-2023,17:49,17-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"415,66",EUR,"-181,18",
17-05-2023,10:31,17-05-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"-596,84",3d8a993a-0539-4311-b0e5-78544519dd11
17-05-2023,10:31,17-05-2023,ALFEN NV,NL0012817175,"Koop 15 @ 67,3 EUR",,EUR,"-1009,50",EUR,"-593,84",3d8a993a-0539-4311-b0e5-78544519dd11
17-05-2023,09:49,16-05-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"415,66",
17-05-2023,09:49,16-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"417,66",
16-05-2023,15:49,16-05-2023,STARBUCKS CORP,US8552441094,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-2,00",EUR,"415,66",e37c80e8-4ac2-4901-adcf-ca16a3c0623b
16-05-2023,15:49,16-05-2023,STARBUCKS CORP,US8552441094,"Verkoop 3 @ 106,32 USD",,USD,"318,96",USD,"-354,86",e37c80e8-4ac2-4901-adcf-ca16a3c0623b
15-05-2023,16:19,15-05-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 394,4 EUR",,,,EUR,"417,66",
15-05-2023,16:19,15-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-394,40",EUR,"23,26",
15-05-2023,11:40,15-05-2023,TENCENT HOLDINGS LTD,KYG875721634,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,90",EUR,"417,66",4c916217-125c-4ee1-bd86-76acfad79b40
15-05-2023,11:40,15-05-2023,TENCENT HOLDINGS LTD,KYG875721634,"Verkoop 10 @ 39,83 EUR",,EUR,"398,30",EUR,"421,56",4c916217-125c-4ee1-bd86-76acfad79b40
12-05-2023,17:19,12-05-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,4 EUR",,,,EUR,"23,26",
12-05-2023,17:19,12-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-3,40",EUR,"19,86",
12-05-2023,07:15,11-05-2023,AMG CRITICAL MATERIALS NV,NL0000888691,Dividend,,EUR,"4,00",EUR,"23,26",
12-05-2023,07:15,11-05-2023,AMG CRITICAL MATERIALS NV,NL0000888691,Dividendbelasting,,EUR,"-0,60",EUR,"19,26",
11-05-2023,17:35,11-05-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 5,75 EUR",,,,EUR,"19,86",
11-05-2023,17:35,11-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-5,75",EUR,"14,11",
11-05-2023,07:24,10-05-2023,ASML HOLDING NV,NL0010273215,Dividend,,EUR,"6,76",EUR,"19,86",
11-05-2023,07:24,10-05-2023,ASML HOLDING NV,NL0010273215,Dividendbelasting,,EUR,"-1,01",EUR,"13,10",
10-05-2023,11:21,09-05-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1 EUR,,,,EUR,"14,11",
10-05-2023,11:21,09-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1,00",EUR,"15,11",
09-05-2023,20:18,09-05-2023,TRADE DESK INC CLASS A,US88339J1051,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"14,11",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,09-05-2023,TRADE DESK INC CLASS A,US88339J1051,"Koop 5 @ 64,38 USD",,USD,"-321,90",USD,"-673,82",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,09-05-2023,TRADE DESK INC CLASS A,US88339J1051,"Koop 2 @ 64,38 USD",,USD,"-128,76",USD,"-351,92",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,09-05-2023,TRADE DESK INC CLASS A,US88339J1051,"Koop 2 @ 64,38 USD",,USD,"-128,76",USD,"-223,16",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,09-05-2023,TRADE DESK INC CLASS A,US88339J1051,"Koop 1 @ 64,38 USD",,USD,"-64,38",USD,"-94,40",d564336d-fbde-49a4-b13b-a79af3a29a0e
05-05-2023,17:19,05-05-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 14,54 EUR",,,,EUR,"15,11",
05-05-2023,17:19,05-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-14,54",EUR,"0,57",
05-05-2023,07:23,04-05-2023,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,Dividend,,EUR,"17,10",EUR,"15,11",
05-05-2023,07:23,04-05-2023,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,Dividendbelasting,,EUR,"-2,56",EUR,"-1,99",
03-05-2023,17:04,03-05-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,03 EUR",,,,EUR,"0,57",
03-05-2023,17:04,03-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"0,03",EUR,"0,60",
03-05-2023,12:16,30-04-2023,,,Rente,,EUR,"-0,03",EUR,"0,57",
03-05-2023,11:49,02-05-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 2 EUR,,,,EUR,"0,60",
03-05-2023,11:49,02-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"2,00",EUR,"2,60",
03-05-2023,11:49,02-05-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 17,71 USD",,,,USD,"-30,02",
03-05-2023,11:49,02-05-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"17,71",USD,"-12,31",
02-05-2023,15:38,02-05-2023,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"0,60",7fd69c6f-e65b-4cbd-b789-7e9bc57113c1
02-05-2023,15:38,02-05-2023,AMAZON.COM INC,US0231351067,Koop 4 @ 102 USD,,USD,"-408,00",USD,"-30,02",7fd69c6f-e65b-4cbd-b789-7e9bc57113c1
02-05-2023,15:35,02-05-2023,XENON PHARMACEUTICALS INC,CA98420N1050,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"1,60",98e2884e-598a-4c1c-b2cc-d6c29576209c
02-05-2023,15:35,02-05-2023,XENON PHARMACEUTICALS INC,CA98420N1050,"Verkoop 9 @ 40,03 USD",,USD,"360,27",USD,"377,98",98e2884e-598a-4c1c-b2cc-d6c29576209c
21-04-2023,11:23,20-04-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1 EUR,,,,EUR,"2,60",
21-04-2023,11:23,20-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1,00",EUR,"3,60",
21-04-2023,11:23,20-04-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 806,25 USD",,,,USD,"17,71",
21-04-2023,11:23,20-04-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"806,25",USD,"823,96",
20-04-2023,21:22,20-04-2023,TESLA INC,US88160R1014,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"2,60",d052a34a-3826-444a-800d-11fcfc67c7be
20-04-2023,21:22,20-04-2023,TESLA INC,US88160R1014,"Koop 5 @ 161,25 USD",,USD,"-806,25",USD,"17,71",d052a34a-3826-444a-800d-11fcfc67c7be
19-04-2023,16:34,19-04-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.066,4 EUR",,,,EUR,"3,60",
19-04-2023,16:34,19-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1066,40",EUR,"1070,00",
19-04-2023,04:51,18-04-2023,,,iDEAL Deposit,,EUR,"1070,00",EUR,"3,60",
19-04-2023,04:51,18-04-2023,,,Reservation iDEAL,,EUR,"-1070,00",EUR,"-1066,40",
18-04-2023,10:16,18-04-2023,,,Reservation iDEAL,,EUR,"1070,00",EUR,"3,60",
18-04-2023,10:05,18-04-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-3,00",EUR,"-1066,40",9f95f953-45e6-45d7-b962-8610c7a3992f
18-04-2023,10:05,18-04-2023,ALFEN NV,NL0012817175,"Koop 15 @ 69,94 EUR",,EUR,"-1049,10",EUR,"-1063,40",9f95f953-45e6-45d7-b962-8610c7a3992f
14-04-2023,14:24,14-04-2023,MEITUAN,KYG596691041,Verrekening van Aandelen,,EUR,"0,00",EUR,"-14,30",
06-04-2023,10:19,05-04-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 269,37 USD",,,,USD,"823,96",
06-04-2023,10:19,05-04-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"269,37",USD,"1093,33",
04-04-2023,19:10,31-03-2023,,,Rente,,EUR,"-0,09",EUR,"-14,30",
04-04-2023,16:27,04-04-2023,PALANTIR TECHNOLOGIES INC,US69608A1088,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-14,21",5f440c7e-d421-43f4-a4f2-c85f563575c3
04-04-2023,16:27,04-04-2023,PALANTIR TECHNOLOGIES INC,US69608A1088,"Verkoop 30 @ 8,35 USD",,USD,"250,50",USD,"823,96",5f440c7e-d421-43f4-a4f2-c85f563575c3
04-04-2023,12:19,03-04-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 519,87 USD",,,,USD,"573,46",
04-04-2023,12:19,03-04-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-519,87",USD,"53,59",
03-04-2023,10:34,31-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 519,87 USD",,,,USD,"573,46",
03-04-2023,10:34,31-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-519,87",USD,"53,59",
02-04-2023,23:01,31-03-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"-13,21",
02-04-2023,07:11,31-03-2023,,,Flatex Interest Income,,USD,"0,00",USD,"573,46",
31-03-2023,16:00,31-03-2023,QUALCOMM INC,US7475251036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-13,21",d297024c-9afe-4040-8b78-808329d62692
31-03-2023,16:00,31-03-2023,QUALCOMM INC,US7475251036,"Verkoop 4 @ 126,78 USD",,USD,"507,12",USD,"573,46",d297024c-9afe-4040-8b78-808329d62692
31-03-2023,13:21,30-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 8,79 USD",,,,USD,"66,34",
31-03-2023,13:21,30-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-8,79",USD,"57,55",
31-03-2023,09:40,29-03-2023,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS,IE00B8GKDB10,Dividend,,USD,"12,75",USD,"66,34",
30-03-2023,12:19,29-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,46 USD",,,,USD,"53,59",
30-03-2023,12:19,29-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-0,46",USD,"53,13",
30-03-2023,09:55,29-03-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,"7,37",USD,"53,59",
30-03-2023,07:32,29-03-2023,NVIDIA CORP,US67066G1040,Dividend,,USD,"0,28",USD,"46,22",
30-03-2023,07:32,29-03-2023,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,"-0,04",USD,"45,94",
30-03-2023,07:12,29-03-2023,ADR ON VALE SA,US91912E1055,Dividend,,USD,"1,39",USD,"45,98",
30-03-2023,07:12,29-03-2023,ADR ON VALE SA,US91912E1055,Dividendbelasting,,USD,"-0,21",USD,"44,59",
29-03-2023,07:23,28-03-2023,ADR ON STMICROELECTRONICS NV,US8610121027,Dividend,,USD,"0,54",USD,"44,80",
29-03-2023,07:23,28-03-2023,ADR ON STMICROELECTRONICS NV,US8610121027,Dividendbelasting,,USD,"-0,08",USD,"44,26",
27-03-2023,10:49,24-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,55 USD",,,,USD,"44,34",
27-03-2023,10:49,24-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-2,55",USD,"41,79",
27-03-2023,08:44,27-03-2023,MEITUAN - NON TRADEABLE,RCC188527108,"WIJZIGING ISIN: Verkoop 1 @ 17,052 EUR",,EUR,"17,05",EUR,"-12,21",
27-03-2023,08:44,27-03-2023,MEITUAN,KYG596691041,"WIJZIGING ISIN: Koop 1 @ 17,052 EUR",,EUR,"-17,05",EUR,"-29,26",
24-03-2023,05:57,23-03-2023,QUALCOMM INC,US7475251036,Dividend,,USD,"3,00",USD,"44,34",
24-03-2023,05:57,23-03-2023,QUALCOMM INC,US7475251036,Dividendbelasting,,USD,"-0,45",USD,"41,34",
23-03-2023,10:04,22-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 13,08 USD",,,,USD,"41,79",
23-03-2023,10:04,22-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-13,08",USD,"28,71",
22-03-2023,19:09,22-03-2023,SUNRUN INC,US86771W1053,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-12,21",4bc08494-f629-4d01-be8d-98a3d2e36ea6
22-03-2023,19:09,22-03-2023,SUNRUN INC,US86771W1053,Koop 20 @ 19 USD,,USD,"-380,00",USD,"41,79",4bc08494-f629-4d01-be8d-98a3d2e36ea6
22-03-2023,19:05,22-03-2023,MICRON TECHNOLOGY INC,US5951121038,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-11,21",5b5c0fcd-b83a-44c6-9620-4e4bca968ed2
22-03-2023,19:05,22-03-2023,MICRON TECHNOLOGY INC,US5951121038,"Verkoop 4 @ 59,62 USD",,USD,"238,48",USD,"421,79",5b5c0fcd-b83a-44c6-9620-4e4bca968ed2
22-03-2023,19:03,22-03-2023,EDITAS MEDICINE INC,US28106W1036,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-10,21",51f64a76-f65a-4749-9d71-f8a068c6499b
22-03-2023,19:03,22-03-2023,EDITAS MEDICINE INC,US28106W1036,"Verkoop 20 @ 7,73 USD",,USD,"154,60",USD,"183,31",51f64a76-f65a-4749-9d71-f8a068c6499b
20-03-2023,11:37,17-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,27 USD",,,,USD,"28,71",
20-03-2023,11:37,17-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-1,27",USD,"27,44",
17-03-2023,06:05,16-03-2023,ENERGIZER HOLDINGS INC,US29272W1099,Dividend,,USD,"1,50",USD,"28,71",
17-03-2023,06:05,16-03-2023,ENERGIZER HOLDINGS INC,US29272W1099,Dividendbelasting,,USD,"-0,23",USD,"27,21",
13-03-2023,11:37,10-03-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,73 USD",,,,USD,"27,44",
13-03-2023,11:37,10-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-1,73",USD,"25,71",
10-03-2023,06:24,09-03-2023,MICROSOFT CORP,US5949181045,Dividend,,USD,"2,04",USD,"27,44",
10-03-2023,06:24,09-03-2023,MICROSOFT CORP,US5949181045,Dividendbelasting,,USD,"-0,31",USD,"25,40",
08-03-2023,10:19,07-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 111,24 USD",,,,USD,"25,71",
08-03-2023,10:19,07-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"111,24",USD,"136,95",
07-03-2023,19:08,07-03-2023,EUR/USD,EURUSD......,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-10,00",EUR,"-9,21",
07-03-2023,19:08,07-03-2023,EUR/USD,EURUSD......,Valuta Debitering,"1,0593",USD,"-10,59",USD,"25,71",
07-03-2023,19:08,07-03-2023,EUR/USD,EURUSD......,Valuta Creditering,,EUR,"10,00",EUR,"0,79",
07-03-2023,19:07,07-03-2023,EUR/USD,EURUSD......,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-10,00",EUR,"-9,21",
07-03-2023,19:07,07-03-2023,EUR/USD,EURUSD......,Valuta Debitering,"1,0594",USD,"-100,65",USD,"36,30",
07-03-2023,19:07,07-03-2023,EUR/USD,EURUSD......,Valuta Creditering,,EUR,"95,00",EUR,"0,79",
06-03-2023,11:36,03-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 517,62 USD",,,,USD,"136,95",
06-03-2023,11:36,03-03-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"517,62",USD,"654,57",
03-03-2023,17:19,03-03-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 397,44 EUR",,,,EUR,"-94,21",
03-03-2023,17:19,03-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"397,44",EUR,"303,23",
03-03-2023,16:29,03-03-2023,AMAZON.COM INC,US0231351067,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-94,21",2eb261a0-18b9-4948-89c9-a1f36f226f6e
03-03-2023,16:29,03-03-2023,AMAZON.COM INC,US0231351067,"Koop 3 @ 94,64 USD",,USD,"-283,92",USD,"136,95",2eb261a0-18b9-4948-89c9-a1f36f226f6e
03-03-2023,16:13,03-03-2023,ENERGIZER HOLDINGS INC,US29272W1099,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-93,21",b5bf1a60-aa2c-4ea6-a97d-a678c8936435
03-03-2023,16:13,03-03-2023,ENERGIZER HOLDINGS INC,US29272W1099,"Verkoop 5 @ 36,94 USD",,USD,"184,70",USD,"420,87",b5bf1a60-aa2c-4ea6-a97d-a678c8936435
03-03-2023,15:30,03-03-2023,HIMS & HERS HEALTH INC CLASS A,US4330001060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"-92,21",e013d008-a95a-422e-92b2-3a82986b01cc
03-03-2023,15:30,03-03-2023,HIMS & HERS HEALTH INC CLASS A,US4330001060,"Koop 40 @ 10,46 USD",,USD,"-418,40",USD,"236,17",e013d008-a95a-422e-92b2-3a82986b01cc
03-03-2023,10:27,03-03-2023,SIEMENS ENERGY AG,DE000ENER6Y0,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,90",EUR,"-91,21",7c70aa52-edbf-4b1d-96fd-19ac3c866b09
03-03-2023,10:27,03-03-2023,SIEMENS ENERGY AG,DE000ENER6Y0,"Koop 10 @ 19,6 EUR",,EUR,"-196,00",EUR,"-86,31",7c70aa52-edbf-4b1d-96fd-19ac3c866b09
03-03-2023,10:24,03-03-2023,ATOS SE,FR0000051732,Transactiebelasting Frankrijk,,EUR,"-0,85",EUR,"109,69",72d63433-12db-42de-89a7-5940ca9e22da
03-03-2023,10:24,03-03-2023,ATOS SE,FR0000051732,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,90",EUR,"110,54",72d63433-12db-42de-89a7-5940ca9e22da
03-03-2023,10:24,03-03-2023,ATOS SE,FR0000051732,"Koop 20 @ 14,1 EUR",,EUR,"-282,00",EUR,"115,44",72d63433-12db-42de-89a7-5940ca9e22da
28-02-2023,10:25,27-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,35 USD",,,,USD,"654,57",
28-02-2023,10:25,27-02-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-1,35",USD,"653,22",
27-02-2023,17:04,27-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 395,49 EUR",,,,EUR,"397,44",
27-02-2023,17:04,27-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-395,49",EUR,"1,95",
27-02-2023,10:49,24-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 225,9 USD",,,,USD,"654,57",
27-02-2023,10:49,24-02-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-225,90",USD,"428,67",
27-02-2023,10:49,24-02-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1 EUR,,,,EUR,"397,44",
27-02-2023,10:49,24-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1,00",EUR,"398,44",
27-02-2023,10:14,27-02-2023,THULE GROUP AB,SE0006422390,Valuta Debitering,"11,0913",SEK,"-888,00",SEK,"0,00",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:14,27-02-2023,THULE GROUP AB,SE0006422390,Valuta Creditering,,EUR,"80,06",EUR,"397,44",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:14,27-02-2023,THULE GROUP AB,SE0006422390,Verkoop 4 @ 222 SEK,,SEK,"888,00",SEK,"888,00",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:06,27-02-2023,THULE GROUP AB,SE0006422390,Valuta Debitering,"11,0887",SEK,"-3552,00",SEK,"0,00",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:06,27-02-2023,THULE GROUP AB,SE0006422390,Valuta Creditering,,EUR,"320,33",EUR,"317,38",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:06,27-02-2023,THULE GROUP AB,SE0006422390,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-4,90",EUR,"-2,95",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:06,27-02-2023,THULE GROUP AB,SE0006422390,Verkoop 16 @ 222 SEK,,SEK,"3552,00",SEK,"3552,00",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,07:21,24-02-2023,STARBUCKS CORP,US8552441094,Dividend,,USD,"1,59",USD,"654,57",
27-02-2023,07:21,24-02-2023,STARBUCKS CORP,US8552441094,Dividendbelasting,,USD,"-0,24",USD,"652,98",
24-02-2023,16:12,24-02-2023,AES CORP,US00130H1059,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"1,95",b275db3f-4f03-476a-9c9d-eeea07be03d5
24-02-2023,16:12,24-02-2023,AES CORP,US00130H1059,"Verkoop 9 @ 25,1 USD",,USD,"225,90",USD,"653,22",b275db3f-4f03-476a-9c9d-eeea07be03d5
23-02-2023,09:55,22-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 423,31 USD",,,,USD,"427,32",
23-02-2023,09:55,22-02-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-423,31",USD,"4,01",
23-02-2023,09:55,22-02-2023,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1 EUR,,,,EUR,"2,95",
23-02-2023,09:55,22-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1,00",EUR,"3,95",
22-02-2023,18:19,22-02-2023,ADR ON VALE SA,US91912E1055,DEGIRO Transactiekosten en/of kosten van derden,,EUR,"-1,00",EUR,"2,95",44ca64d9-e17a-4826-9451-4b107b6eda3e
22-02-2023,18:19,22-02-2023,ADR ON VALE SA,US91912E1055,"Verkoop 25 @ 16,95 USD",,USD,"423,75",USD,"427,32",44ca64d9-e17a-4826-9451-4b107b6eda3e
22-02-2023,10:41,21-02-2023,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,ADR/GDR Externe Kosten,,USD,"-0,44",USD,"3,57",
20-02-2023,11:36,17-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,74 USD",,,,USD,"4,01",
20-02-2023,11:36,17-02-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-2,74",USD,"1,27",
17-02-2023,11:49,16-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,27 USD",,,,USD,"4,01",
17-02-2023,11:49,16-02-2023,FLATEX USD BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,USD,"-1,27",USD,"2,74",
17-02-2023,07:03,16-02-2023,APPLE INC,US0378331005,Dividend,,USD,"3,22",USD,"4,01",
17-02-2023,07:03,16-02-2023,APPLE INC,US0378331005,Dividendbelasting,,USD,"-0,48",USD,"0,79",
16-02-2023,17:23,16-02-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 3,95 EUR",,,,EUR,"3,95",
16-02-2023,17:23,16-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-3,95",EUR,"0,00",
16-02-2023,12:28,15-02-2023,ASML HOLDING NV,NL0010273215,Dividend,,EUR,"5,48",EUR,"3,95",
16-02-2023,12:28,15-02-2023,ASML HOLDING NV,NL0010273215,Dividendbelasting,,EUR,"-0,82",EUR,"-1,53",
