22-06-2023,17:17,TRADE DESK INC CLASS A,US88339J1051,NDQ,MEMX,10,"76,7100",USD,"-767,10",USD,"-699,65","1,0964","0,00","-2,00","-701,65",75b83e3b-067c-48fd-83fa-2f3b4f23809b
02-06-2023,21:37,PAYPAL HOLDINGS INC,US70450Y1038,NDQ,CDED,-8,"63,9750",USD,"511,80",USD,"477,92","1,0709","0,00","-2,00","475,92",7b2dc767-8414-4a69-bdc4-ff0ebe54fb2e
01-06-2023,21:25,SALESFORCE INC,US79466L3024,NSY,CDED,6,"213,9500",USD,"-1283,70",USD,"-1192,92","1,0761","0,00","-2,00","-1194,92",6b1b72db-a4a3-4c6b-961d-6cf08a5c3d3a
01-06-2023,15:30,SALESFORCE INC,US79466L3024,NSY,CDED,-10,"208,0700",USD,"2080,70",USD,"1942,22","1,0713","0,00","-2,00","1940,22",5ada0876-56e1-41b1-93da-5d3d631c57db
31-05-2023,10:04,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,XTXE,6,"104,3000",EUR,"-625,80",EUR,"-625,80",,"0,00",,"-625,80",5f97c42c-61ab-49e3-ad2c-83c5aa298666
31-05-2023,10:04,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,XAMS,1,"104,3000",EUR,"-104,30",EUR,"-104,30",,"0,00","-3,00","-107,30",5f97c42c-61ab-49e3-ad2c-83c5aa298666
30-05-2023,19:23,ADR ON STMICROELECTRONICS NV,US8610121027,NSY,CDED,-8,"43,4700",USD,"347,76",USD,"324,46","1,0718","0,00",,"324,46",e59a1145-151c-46c0-a20a-070fca45c5da
30-05-2023,19:23,ADR ON STMICROELECTRONICS NV,US8610121027,NSY,CDED,-1,"43,4700",USD,"43,47",USD,"40,56","1,0718","0,00","-2,00","38,56",e59a1145-151c-46c0-a20a-070fca45c5da
30-05-2023,15:47,SALESFORCE INC,US79466L3024,NSY,XNAS,10,"219,0000",USD,"-2190,00",USD,"-2041,39","1,0728","0,00","-2,00","-2043,39",fa132dd1-6fe9-4f88-9d30-345555e8183e
30-05-2023,15:30,SALESFORCE INC,US79466L3024,NSY,XNYS,-6,"219,2700",USD,"1315,62",USD,"1225,77","1,0733","0,00","-2,00","1223,77",451bcb80-73b7-499e-a4d5-2ee488bc42a1
25-05-2023,12:52,KONINKLIJKE PHILIPS NV,NL0000009538,EAM,XAMS,-19,"18,0000",EUR,"342,00",EUR,"342,00",,"0,00","-3,00","339,00",be0b01b8-6ee7-4599-835e-a275cad4716b
24-05-2023,16:37,NVIDIA CORP,US67066G1040,NDQ,CDED,-7,"298,9500",USD,"2092,65",USD,"1943,22","1,0769","0,00","-2,00","1941,22",e6f98399-84d4-42a7-9482-70891ec2dec1
24-05-2023,10:54,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,70,"14,8800",EUR,"-1041,60",EUR,"-1041,60",,"0,00","-3,00","-1044,60",b927067e-6971-47bd-94fd-f30bd314f871
23-05-2023,15:59,CROCS INC,US2270461096,NDQ,CDED,-10,"106,8500",USD,"1068,50",USD,"990,91","1,0783","0,00","-2,00","988,91",97be3ecf-dc49-4540-9a78-05adc9de028e
23-05-2023,09:08,ZALANDO SE,DE000ZAL1111,XET,XETA,-15,"30,5500",EUR,"458,25",EUR,"458,25",,"0,00","-4,90","453,35",d636021f-c0a0-4ed9-b669-4dd2562401d1
17-05-2023,10:31,ALFEN NV,NL0012817175,EAM,XAMS,15,"67,3000",EUR,"-1009,50",EUR,"-1009,50",,"0,00","-3,00","-1012,50",3d8a993a-0539-4311-b0e5-78544519dd11
16-05-2023,15:49,STARBUCKS CORP,US8552441094,NDQ,CDED,-3,"106,3200",USD,"318,96",USD,"293,08","1,0883","0,00","-2,00","291,08",e37c80e8-4ac2-4901-adcf-ca16a3c0623b
15-05-2023,11:40,TENCENT HOLDINGS LTD,KYG875721634,TDG,XGAT,-10,"39,8300",EUR,"398,30",EUR,"398,30",,"0,00","-3,90","394,40",4c916217-125c-4ee1-bd86-76acfad79b40
11-05-2023,00:00,PHILIPS KON - NON TRADEABLE,NL0000009538,DEG,,0,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
09-05-2023,20:18,TRADE DESK INC CLASS A,US88339J1051,NDQ,CDED,5,"64,3800",USD,"-321,90",USD,"-293,54","1,0966","0,00",,"-293,54",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,TRADE DESK INC CLASS A,US88339J1051,NDQ,CDED,2,"64,3800",USD,"-128,76",USD,"-117,42","1,0966","0,00",,"-117,42",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,TRADE DESK INC CLASS A,US88339J1051,NDQ,CDED,2,"64,3800",USD,"-128,76",USD,"-117,42","1,0966","0,00",,"-117,42",d564336d-fbde-49a4-b13b-a79af3a29a0e
09-05-2023,20:18,TRADE DESK INC CLASS A,US88339J1051,NDQ,CDED,1,"64,3800",USD,"-64,38",USD,"-58,71","1,0966","0,00","-1,00","-59,71",d564336d-fbde-49a4-b13b-a79af3a29a0e
02-05-2023,15:38,AMAZON.COM INC,US0231351067,NDQ,ARCX,4,"102,0000",USD,"-408,00",USD,"-372,50","1,0953","0,00","-1,00","-373,50",7fd69c6f-e65b-4cbd-b789-7e9bc57113c1
02-05-2023,15:35,XENON PHARMACEUTICALS INC,CA98420N1050,NDQ,XNAS,-9,"40,0300",USD,"360,27",USD,"328,89","1,0954","0,00","-1,00","327,89",98e2884e-598a-4c1c-b2cc-d6c29576209c
20-04-2023,21:22,TESLA INC,US88160R1014,NDQ,XNAS,5,"161,2500",USD,"-806,25",USD,"-735,83","1,0957","0,00","-1,00","-736,83",d052a34a-3826-444a-800d-11fcfc67c7be
18-04-2023,10:05,ALFEN NV,NL0012817175,EAM,XAMS,15,"69,9400",EUR,"-1049,10",EUR,"-1049,10",,"0,00","-3,00","-1052,10",9f95f953-45e6-45d7-b962-8610c7a3992f
04-04-2023,16:27,PALANTIR TECHNOLOGIES INC-A,US69608A1088,NSY,CDED,-30,"8,3500",USD,"250,50",USD,"228,79","1,0949","0,00","-1,00","227,79",5f440c7e-d421-43f4-a4f2-c85f563575c3
31-03-2023,16:00,QUALCOMM INC,US7475251036,NDQ,XNAS,-4,"126,7800",USD,"507,12",USD,"465,50","1,0894","0,00","-1,00","464,50",d297024c-9afe-4040-8b78-808329d62692
27-03-2023,08:44,MEITUAN - NON TRADEABLE,RCC188527108,DEG,,-1,"17,0520",EUR,"17,05",EUR,"17,05",,"0,00",,"17,05",
27-03-2023,08:44,MEITUAN,KYG596691041,TDG,,1,"17,0520",EUR,"-17,05",EUR,"-17,05",,"0,00",,"-17,05",
22-03-2023,19:09,SUNRUN INC,US86771W1053,NDQ,ARCX,20,"19,0000",USD,"-380,00",USD,"-350,52","1,0841","0,00","-1,00","-351,52",4bc08494-f629-4d01-be8d-98a3d2e36ea6
22-03-2023,19:05,MICRON TECHNOLOGY INC,US5951121038,NDQ,CDED,-4,"59,6200",USD,"238,48",USD,"219,80","1,0850","0,00","-1,00","218,80",5b5c0fcd-b83a-44c6-9620-4e4bca968ed2
22-03-2023,19:03,EDITAS MEDICINE INC,US28106W1036,NDQ,XNAS,-20,"7,7300",USD,"154,60",USD,"142,70","1,0834","0,00","-1,00","141,70",51f64a76-f65a-4749-9d71-f8a068c6499b
03-03-2023,16:29,AMAZON.COM INC,US0231351067,NDQ,CDED,3,"94,6400",USD,"-283,92",USD,"-267,55","1,0612","0,00","-1,00","-268,55",2eb261a0-18b9-4948-89c9-a1f36f226f6e
03-03-2023,16:13,ENERGIZER HOLDINGS INC,US29272W1099,NSY,XNAS,-5,"36,9400",USD,"184,70",USD,"174,15","1,0606","0,00","-1,00","173,15",b5bf1a60-aa2c-4ea6-a97d-a678c8936435
03-03-2023,15:30,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,XNYS,40,"10,4600",USD,"-418,40",USD,"-394,12","1,0616","0,00","-1,00","-395,12",e013d008-a95a-422e-92b2-3a82986b01cc
03-03-2023,10:27,SIEMENS ENERGY AG,DE000ENER6Y0,XET,XETA,10,"19,6000",EUR,"-196,00",EUR,"-196,00",,"0,00","-4,90","-200,90",7c70aa52-edbf-4b1d-96fd-19ac3c866b09
03-03-2023,10:24,ATOS SE,FR0000051732,EPA,XPAR,20,"14,1000",EUR,"-282,00",EUR,"-282,00",,"0,00","-4,90","-286,90",72d63433-12db-42de-89a7-5940ca9e22da
27-02-2023,10:14,THULE GROUP AB,SE0006422390,OMX,XSTO,-4,"222,0000",SEK,"888,00",SEK,"80,26","11,0635","-0,20",,"80,06",a7a704aa-ca5f-4ec5-addc-ff3e88258288
27-02-2023,10:06,THULE GROUP AB,SE0006422390,OMX,XSTO,-16,"222,0000",SEK,"3552,00",SEK,"321,13","11,0609","-0,80","-4,90","315,43",a7a704aa-ca5f-4ec5-addc-ff3e88258288
24-02-2023,16:12,AES CORP,US00130H1059,NSY,ARCX,-9,"25,1000",USD,"225,90",USD,"214,14","1,0549","0,00","-1,00","213,14",b275db3f-4f03-476a-9c9d-eeea07be03d5
22-02-2023,18:19,ADR ON VALE SA,US91912E1055,NSY,ARCX,-25,"16,9500",USD,"423,75",USD,"398,75","1,0627","0,00","-1,00","397,75",44ca64d9-e17a-4826-9451-4b107b6eda3e
17-01-2023,16:07,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,NSY,MEMX,54,"11,4000",USD,"-615,60",USD,"-568,06","1,0837","-1,42","-1,00","-570,48",589c6ca0-5667-4a2c-81ee-0acf17fae588
17-01-2023,15:30,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,NSY,CDED,-54,"11,3300",USD,"611,82",USD,"563,17","1,0864","-1,41","-1,00","560,76",f6e9a5fe-e2c1-48a9-8cd8-6fa64c5b10aa
13-01-2023,21:46,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,NSY,MEMX,54,"11,7500",USD,"-634,50",USD,"-585,77","1,0832","-1,46","-1,00","-588,23",3b6ac19d-6b8b-44ae-95e7-4a11b6b07d5c
13-01-2023,16:09,CISCO SYSTEMS INC,US17275R1023,NDQ,CDED,-7,"48,5650",USD,"339,96",USD,"314,16","1,0821","-0,79","-1,00","312,38",50ad8691-826c-409b-be2c-6d1ea88916c0
13-01-2023,15:51,1LIFE HEALTHCARE INC,US68269G1076,NDQ,ARCX,-9,"16,5000",USD,"148,50",USD,"137,34","1,0813","-0,34","-1,00","135,99",e0546999-99a8-4299-8272-7ae1f2282eef
13-01-2023,15:36,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,TDG,XGAT,-20,"7,7500",EUR,"155,00",EUR,"155,00",,"0,00","-3,90","151,10",4642ac0d-5189-4074-a3cf-94fcf6aae8f3
09-01-2023,09:40,MEITUAN - NON TRADEABLE,RCC188527108,DEG,,1,"22,3050",EUR,"-22,30",EUR,"-22,30",,"0,00",,"-22,30",
09-01-2023,09:40,MEITUAN - NON TRADEABLE,KYG596691041,DEG,,-1,"22,3050",EUR,"22,30",EUR,"22,30",,"0,00",,"22,30",
05-01-2023,00:00,MEITUAN - NON TRADEABLE,KYG596691041,DEG,,1,"0,0000",EUR,"0,00",EUR,"0,00",,"0,00",,"0,00",
27-12-2022,14:25,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS ETF USD D,IE00B8GKDB10,EAM,XAMS,1,"55,1880",EUR,"-55,19",EUR,"-55,19",,"0,00",,"-55,19",de867a5a-e57c-48e9-97a5-1af09c0d02d4
12-12-2022,19:47,TESLA INC,US88160R1014,NDQ,BATS,3,"169,4100",USD,"-508,23",USD,"-483,25","1,0517","-1,21","-1,00","-485,46",2257e81a-2a8f-4457-94b7-9ac6b8ecbf92
07-12-2022,08:41,SWITCH INC - A,US87105L1044,NSY,,-9,"0,0000",USD,"0,00",USD,"0,00","1,0318","0,00",,"0,00",
28-10-2022,17:59,AMAZON.COM INC,US0231351067,NDQ,XNAS,5,"100,0000",USD,"-500,00",USD,"-503,27","0,9935","0,00","-1,00","-504,27",7d198b28-4c66-469c-8230-f68b43690c42
26-10-2022,16:51,ALPHABET INC CLASS A,US02079K3059,NDQ,CDED,4,"97,6000",USD,"-390,40",USD,"-388,54","1,0048","0,00","-1,00","-389,54",b8bf3c8d-45c1-44ff-a9df-3893d9128bd4
26-10-2022,16:50,TENCENT HOLDINGS LTD,KYG875721634,TDG,XGAT,5,"27,9950",EUR,"-139,98",EUR,"-139,98",,"0,00","-3,90","-143,88",4ef80ec7-473c-428a-b16c-edcb288c70e1
18-10-2022,15:46,SUNRUN INC,US86771W1053,NDQ,SOHO,4,"22,6300",USD,"-90,52",USD,"-91,80","0,9861","0,00","-1,00","-92,80",3818b34d-d5cd-4171-9538-424c71855004
18-10-2022,15:33,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,CDED,15,"13,8500",USD,"-207,75",USD,"-210,51","0,9869","0,00","-1,00","-211,51",0208e4d6-0049-4b5d-adc8-4c6afc01254a
18-10-2022,15:31,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,CDED,25,"4,4900",USD,"-112,25",USD,"-113,74","0,9869","0,00","-1,00","-114,74",c10e315e-52c1-44e2-8e0f-82f174d1a675
14-10-2022,09:23,THULE GROUP AB,SE0006422390,OMX,XSTO,10,"214,6000",SEK,"-2146,00",SEK,"-195,16","10,9961","-0,49","-4,90","-200,55",6d9cc612-8ca5-4b8e-b9ca-d2cec52a47ae
14-10-2022,09:15,ATOS SE,FR0000051732,EPA,XPAR,20,"8,6900",EUR,"-173,80",EUR,"-173,80",,"0,00","-4,90","-178,70",ad16fc71-779a-4715-8786-afaf192aeeeb
14-10-2022,09:09,ASML HOLDING NV,NL0010273215,EAM,XAMS,1,"418,6500",EUR,"-418,65",EUR,"-418,65",,"0,00","-3,00","-421,65",ee579947-19fa-4ba9-a913-46394a9e3662
12-10-2022,14:54,KONINKLIJKE PHILIPS NV,NL0000009538,EAM,XAMS,10,"13,7500",EUR,"-137,50",EUR,"-137,50",,"0,00","-3,00","-140,50",7dfb1be7-795d-4f46-9ee3-ff35fdb6a6e1
06-10-2022,09:19,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,10,"96,5000",EUR,"-965,00",EUR,"-965,00",,"0,00",,"-965,00",13e566d8-b039-45bd-8519-b22da79c628e
04-10-2022,15:30,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,XNAS,10,"16,1300",USD,"-161,30",USD,"-162,68","0,9915","0,00","-1,00","-163,68",acdf6172-5a77-4584-b8a7-d362cd65ee84
04-10-2022,15:30,PAYPAL HOLDINGS INC,US70450Y1038,NDQ,XNAS,4,"89,5400",USD,"-358,16",USD,"-361,23","0,9915","0,00","-1,00","-362,23",d29ce06d-21b1-42ca-92fc-edb18d46bbb7
03-10-2022,17:00,AMAZON.COM INC,US0231351067,NDQ,MEMX,4,"114,6000",USD,"-458,40",USD,"-467,14","0,9813","0,00","-1,00","-468,14",f01afbd8-30b2-44b2-ad3f-0ce7f58d55c0
03-10-2022,16:58,CROCS INC,US2270461096,NDQ,XNAS,4,"71,2600",USD,"-285,04",USD,"-290,26","0,9820","0,00","-1,00","-291,26",95fe0457-2b67-4463-b730-923174ef4794
03-10-2022,16:55,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS ETF USD D,IE00B8GKDB10,EAM,XAMS,30,"52,9180",EUR,"-1587,54",EUR,"-1587,54",,"0,00",,"-1587,54",a3305574-73b9-422f-9fb2-dc046fdb28bd
03-10-2022,16:07,TESLA INC,US88160R1014,NDQ,ARCX,2,"248,2000",USD,"-496,40",USD,"-506,69","0,9797","0,00","-1,00","-507,69",bc514131-ea23-4daf-835b-3e637d8e8425
03-10-2022,16:03,APPLE INC,US0378331005,NDQ,BATS,1,"140,0000",USD,"-140,00",USD,"-142,94","0,9794","0,00",,"-142,94",28203416-d412-4065-b0af-93d06df8b93c
03-10-2022,16:03,APPLE INC,US0378331005,NDQ,BATS,4,"140,0000",USD,"-560,00",USD,"-571,78","0,9794","0,00","-1,00","-572,78",28203416-d412-4065-b0af-93d06df8b93c
28-09-2022,15:16,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,-2,"8,5800",EUR,"17,16",EUR,"17,16",,"0,00",,"17,16",218bea69-af53-4fbb-9f4c-6c2259441749
28-09-2022,15:16,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,-23,"8,5800",EUR,"197,34",EUR,"197,34",,"0,00","-3,00","194,34",218bea69-af53-4fbb-9f4c-6c2259441749
27-09-2022,17:27,ATOS SE,FR0000051732,EPA,XPAR,10,"7,7500",EUR,"-77,50",EUR,"-77,50",,"0,00","-4,90","-82,40",b5ba8c22-3f42-4328-b3f2-4aa8654f5e2a
22-09-2022,12:10,THULE GROUP AB,SE0006422390,OMX,HREU,10,"218,8000",SEK,"-2188,00",SEK,"-201,41","10,8633","-0,50","-4,90","-206,82",67506b6a-d072-4200-9530-6024732fa10b
21-09-2022,16:48,PALANTIR TECHNOLOGIES INC-A,US69608A1088,NSY,SOHO,30,"7,8584",USD,"-235,75",USD,"-238,35","0,9891","-0,60","-1,00","-239,95",289a9ef6-62dc-4840-81b9-f568651f619b
21-09-2022,16:48,TENCENT HOLDINGS LTD,KYG875721634,TDG,XGAT,5,"36,8000",EUR,"-184,00",EUR,"-184,00",,"0,00","-3,90","-187,90",37260ddf-67a8-454b-ab31-88564bd7b7d3
21-09-2022,16:44,TESLA INC,US88160R1014,NDQ,XNAS,1,"307,4500",USD,"-307,45",USD,"-310,75","0,9894","-0,78","-1,00","-312,52",1d18a2de-6887-4e70-b70f-0c882eeb7d97
20-09-2022,17:33,NVIDIA CORP,US67066G1040,NDQ,ARCX,3,"133,9800",USD,"-401,94",USD,"-402,63","0,9983","-1,01","-1,00","-404,63",ef798b83-6c3e-437a-a1f8-bda1acccccb9
20-09-2022,17:00,WARNER BROS DISCOVERY INC,US9344231041,NDQ,XNAS,-19,"13,0000",USD,"247,00",USD,"247,15","0,9994","-0,62","-1,00","245,53",8e97f334-a01a-4602-9b02-6e87d0fdd4c5
14-09-2022,16:38,ALPHABET INC CLASS A,US02079K3059,NDQ,CDED,6,"104,4300",USD,"-626,58",USD,"-628,03","0,9977","-1,57","-1,00","-630,60",9a404bcd-19ef-4ffb-bf8c-2fcae60eb730
14-09-2022,16:35,ATOS SE,FR0000051732,EPA,XPAR,20,"9,1100",EUR,"-182,20",EUR,"-182,20",,"0,00","-4,90","-187,10",151449e4-0438-4112-98da-591f30f0bab5
14-09-2022,16:35,MICRON TECHNOLOGY INC,US5951121038,NDQ,BATS,4,"53,0000",USD,"-212,00",USD,"-212,40","0,9981","-0,53","-1,00","-213,94",a3d53fd5-0ac9-4428-a614-168f7be72914
25-08-2022,09:03,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,10,"8,2200",EUR,"-82,20",EUR,"-82,20",,"0,00","-2,50","-84,70",3c811b9e-995e-4644-8fb1-5dc05968ecc6
24-08-2022,17:21,ZALANDO SE,DE000ZAL1111,XET,XETA,5,"24,9200",EUR,"-124,60",EUR,"-124,60",,"0,00","-4,40","-129,00",5d6e6ab6-102b-4243-9a50-cdf64acccd81
24-08-2022,16:08,XENON PHARMACEUTICALS INC,CA98420N1050,NDQ,SOHO,5,"40,5095",USD,"-202,55",USD,"-204,33","0,9913","-0,51","-0,50","-205,34",0d1d9912-ddfb-4d7b-b53d-22531b48f7a3
24-08-2022,16:01,SUNRUN INC,US86771W1053,NDQ,CDED,4,"33,9900",USD,"-135,96",USD,"-137,04","0,9921","-0,34","-0,50","-137,89",ae60e490-c135-4c07-aca2-7acad0186fae
24-08-2022,15:57,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,MESI,4,"27,7200",EUR,"-110,88",EUR,"-110,88",,"0,00","-2,50","-113,38",6c540887-f664-493f-a5a4-b443addbd443
24-08-2022,15:55,INVITAE CORPORATION CO,US46185L1035,NSY,BATS,30,"3,4300",USD,"-102,90",USD,"-103,67","0,9926","-0,26","-0,50","-104,43",7c5c3fab-d50e-47d5-862b-2d09dcfae5da
24-08-2022,15:54,ON SEMICONDUCTOR CORP,US6821891057,NDQ,CDED,3,"70,6800",USD,"-212,04",USD,"-213,62","0,9926","-0,53","-0,50","-214,66",8f570aaa-c798-4a94-8c18-59f71e312ad2
24-08-2022,15:51,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,CDED,9,"17,4800",USD,"-157,32",USD,"-158,56","0,9922","-0,40","-0,50","-159,45",412885c8-4f44-4812-9915-ae14504197bf
24-08-2022,15:48,AES CORP,US00130H1059,NSY,SOHO,3,"24,9850",USD,"-74,96",USD,"-75,55","0,9921","-0,19","-0,50","-76,24",8075e04a-e48b-4cc8-80a7-efe2a5584a34
24-08-2022,15:45,ADR ON VALE SA,US91912E1055,NSY,SOHO,10,"13,6500",USD,"-136,50",USD,"-137,60","0,9920","-0,34","-0,50","-138,45",a9cc476b-6b69-44f4-b268-6b9286e6f45d
24-08-2022,11:10,HEINEKEN NV,NL0000009165,EAM,XAMS,-3,"94,3400",EUR,"283,02",EUR,"283,02",,"0,00","-2,50","280,52",91326a84-f80b-4004-b7da-3b14b3ec02e5
24-08-2022,10:25,ALFEN NV,NL0012817175,EAM,XAMS,9,"102,5000",EUR,"-922,50",EUR,"-922,50",,"0,00","-2,50","-925,00",283997f7-2560-4db1-b995-897f6fe33f4e
04-08-2022,18:26,1LIFE HEALTHCARE INC,US68269G1076,NDQ,CDED,3,"16,9400",USD,"-50,82",USD,"-49,69","1,0228","-0,12","-0,50","-50,31",b88457a4-f573-43be-8a39-a4d4b898b170
04-08-2022,17:04,CROCS INC,US2270461096,NDQ,ARCX,1,"68,0000",USD,"-68,00",USD,"-66,62","1,0207","-0,17","-0,50","-67,29",a8e0ace0-9196-41dd-9a2c-f2cdff80a7af
04-08-2022,15:59,ASPEN PHARMACARE HOLDINGS LTD,ZAE000066692,TDG,XGAT,10,"8,3500",EUR,"-83,50",EUR,"-83,50",,"0,00","-3,90","-87,40",a92a1dda-e92b-4739-aad8-df75111ceff3
04-08-2022,15:30,SUNRUN INC,US86771W1053,NDQ,XNAS,2,"32,6000",USD,"-65,20",USD,"-64,02","1,0184","-0,16","-0,50","-64,68",677427ba-b0a0-4cdd-960e-4e968e6880d0
04-08-2022,15:30,STARBUCKS CORP,US8552441094,NDQ,XNAS,1,"87,2200",USD,"-87,22",USD,"-85,65","1,0183","-0,21","-0,50","-86,37",b7ed2744-fe22-40f0-8b8c-2fc0a19ea763
04-08-2022,15:30,SWITCH INC - A,US87105L1044,NSY,XNYS,4,"33,9000",USD,"-135,60",USD,"-133,16","1,0183","-0,33","-0,50","-134,00",b6858574-d765-4ab6-a1dd-214926ad48fd
04-08-2022,15:30,ENERGIZER HOLDINGS INC,US29272W1099,NSY,XNYS,3,"30,3500",USD,"-91,05",USD,"-89,41","1,0183","-0,22","-0,50","-90,14",00e532ce-323c-41ef-a98b-209513c5d4d9
04-08-2022,15:30,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,XNYS,10,"6,5400",USD,"-65,40",USD,"-64,22","1,0184","-0,16","-0,50","-64,88",6401841a-8946-48ea-8afe-bbba00031e9e
04-08-2022,13:08,KONINKLIJKE PHILIPS NV,NL0000009538,EAM,XAMS,3,"19,8900",EUR,"-59,67",EUR,"-59,67",,"0,00","-2,50","-62,17",2d67cb74-e0df-4162-a076-e58c1308617d
04-08-2022,09:04,ZALANDO SE,DE000ZAL1111,XET,XETA,10,"28,0000",EUR,"-280,00",EUR,"-280,00",,"0,00","-4,40","-284,40",e72f0d1c-fabf-4a2e-99a9-c1d6f5993efa
29-07-2022,15:30,SUNRUN INC,US86771W1053,NDQ,XNAS,2,"30,5900",USD,"-61,18",USD,"-60,22","1,0159","-0,15","-0,50","-60,87",b0678c6f-a26d-4b82-b9bd-575a4c13152f
29-07-2022,14:05,VASTNED,NL0000288918,EAM,XAMS,-2,"24,0000",EUR,"48,00",EUR,"48,00",,"0,00","-2,50","45,50",8349567f-46e1-4b24-84be-30d2fbf00f4c
27-07-2022,15:54,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,CDED,2,"32,8800",USD,"-65,76",USD,"-64,90","1,0132","-0,16","-0,50","-65,57",73fc358e-9f5d-454c-af6e-f652cc75d615
27-07-2022,15:49,AMAZON.COM INC,US0231351067,NDQ,CDED,1,"118,5000",USD,"-118,50",USD,"-116,96","1,0132","-0,29","-0,50","-117,75",34ae9d7a-0a50-49df-8511-9ca9c71f0e98
27-07-2022,15:40,INVITAE CORPORATION CO,US46185L1035,NSY,CDED,50,"1,9150",USD,"-95,75",USD,"-94,34","1,0149","-0,24","-0,50","-95,08",eb0df4d0-9240-45bf-a398-950359c42f66
27-07-2022,15:37,EDITAS MEDICINE INC,US28106W1036,NDQ,CDED,2,"16,2100",USD,"-32,42",USD,"-31,96","1,0145","-0,08","-0,50","-32,54",ad699c29-2382-488d-a7fd-40b7b68083f9
27-07-2022,15:36,1LIFE HEALTHCARE INC,US68269G1076,NDQ,CDED,3,"16,8300",USD,"-50,49",USD,"-49,77","1,0145","-0,12","-0,50","-50,39",8cb51734-453e-4909-9b65-687c1002e4c0
27-07-2022,15:36,INVITAE CORPORATION CO,US46185L1035,NSY,CDED,50,"1,9150",USD,"-95,75",USD,"-94,39","1,0144","-0,24","-0,50","-95,13",44561baa-0a47-4b86-8c7a-68c2899f8090
27-07-2022,15:32,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,XNYS,5,"31,4100",USD,"-157,05",USD,"-154,84","1,0143","-0,39","-0,50","-155,72",799fed9f-66ce-49e2-89bd-5d7df269ffc3
27-07-2022,15:30,1LIFE HEALTHCARE INC,US68269G1076,NDQ,XNAS,3,"16,9000",USD,"-50,70",USD,"-49,99","1,0143","-0,12","-0,50","-50,61",fbd5189b-9efc-43af-b259-daf4e7809928
27-07-2022,15:30,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,XNAS,4,"13,0900",USD,"-52,36",USD,"-51,62","1,0143","-0,13","-0,50","-52,25",22df2cb1-1ee1-4bd6-95d3-a7f61a32f6d3
27-07-2022,15:30,CISCO SYSTEMS INC,US17275R1023,NDQ,XNAS,1,"44,0800",USD,"-44,08",USD,"-43,46","1,0143","-0,11","-0,50","-44,07",e64b6a52-f2fc-49ef-87cd-b57dceaf79bd
27-07-2022,15:30,EDITAS MEDICINE INC,US28106W1036,NDQ,XNAS,5,"16,5900",USD,"-82,95",USD,"-81,78","1,0143","-0,20","-0,50","-82,49",005eb78a-521d-4b4c-bf34-d00d013d82aa
27-07-2022,15:30,META PLATFORMS INC CLASS A,US30303M1027,NDQ,XNAS,1,"162,5400",USD,"-162,54",USD,"-160,27","1,0142","-0,40","-0,50","-161,17",f2f8c08c-fbba-4070-a7be-ee9ab84785a6
27-07-2022,15:30,UNITY SOFTWARE INC,US91332U1016,NSY,XNYS,4,"34,7000",USD,"-138,80",USD,"-136,86","1,0142","-0,34","-0,50","-137,70",2e0d466b-ae1c-4f91-8001-8613bd85c1f4
27-07-2022,15:30,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,XNYS,10,"5,7400",USD,"-57,40",USD,"-56,59","1,0144","-0,14","-0,50","-57,23",b44e1a16-573a-4de1-901a-3265e90cf4e8
27-07-2022,15:30,INVITAE CORPORATION CO,US46185L1035,NSY,XNYS,40,"2,0100",USD,"-80,40",USD,"-79,26","1,0144","-0,20","-0,50","-79,96",1d8105e4-61c6-40e1-85b1-f2b4cd8478f3
